tweet_id,retweet_count,favorite_count
852189679701164033,1667,11830
851953902622658560,10152,0
851861385021730816,23,0
851591660324737024,3658,16737
851464819735769094,7458,25095
851224888060895234,6035,21378
850753642995093505,9803,32114
850380195714523136,2766,13516
850333567704068097,352,3550
850145622816686080,4050,16912
850019790995546112,5179,21208
849776966551130114,8039,31603
849668094696017920,5250,0
849412302885593088,3328,16467
849336543269576704,1998,11852
849051919805034497,9039,44115
848690551926992896,4580,26181
848324959059550208,4886,25718
848213670039564288,793,8487
848212111729840128,3264,16968
847978865427394560,3460,0
847971574464610304,457,0
847962785489326080,5419,24454
847842811428974592,1428,5701
847617282490613760,451,7292
847606175596138505,3609,19546
847251039262605312,4568,21289
847157206088847362,6228,20810
847116187444137987,3396,22318
846874817362120707,4181,20950
846514051647705089,12373,46592
846505985330044928,3296,14739
846153765933735936,9663,33096
846139713627017216,10519,32213
846042936437604353,3086,16680
845812042753855489,9333,30610
845677943972139009,5101,26212
845397057150107648,1935,7972
845306882940190720,5758,24375
845098359547420673,8184,0
844979544864018432,2758,14251
844973813909606400,3436,15804
844704788403113984,11062,40488
844580511645339650,3366,17232
844223788422217728,2347,14261
843981021012017153,3126,15826
843856843873095681,4950,22400
843604394117681152,2948,17684
843235543001513987,6481,22490
842846295480000512,3852,15934
842765311967449089,1363,7073
842535590457499648,3754,18970
842163532590374912,6220,25671
842115215311396866,3248,14686
841833993020538882,16460,0
841680585030541313,8311,26887
841439858740625411,3936,13257
841320156043304961,5826,20722
841314665196081154,5034,16615
841077006473256960,5698,24028
840761248237133825,1885,0
840728873075638272,17409,0
840698636975636481,2,189
840696689258311684,1053,12915
840632337062862849,1885,9419
840370681858686976,4893,17297
840268004936019968,6164,20258
839990271299457024,2472,14123
839549326359670784,8372,28955
839290600511926273,154,0
839239871831150596,7034,28609
838952994649550848,4276,20642
838921590096166913,2235,11760
838916489579200512,36,0
838831947270979586,11918,0
838561493054533637,1426,11484
838476387338051585,5198,23797
838201503651401729,10890,0
838150277551247360,354,1768
838085839343206401,0,149
838083903487373313,3398,18569
837820167694528512,8484,36026
837482249356513284,477,4042
837471256429613056,2477,13484
837366284874571778,5717,22272
837110210464448512,2590,16889
836989968035819520,2476,13419
836753516572119041,4983,20276
836677758902222849,2399,13292
836648853927522308,593,0
836397794269200385,29850,0
836380477523124226,3195,15527
836260088725786625,4633,22422
836001077879255040,4637,20167
835685285446955009,8832,0
835574547218894849,3918,18780
835536468978302976,1842,0
835309094223372289,22743,0
835297930240217089,3235,17321
835264098648616962,1842,8179
835246439529840640,78,2204
835172783151792128,6216,27596
835152434251116546,3264,23709
834931633769889797,1788,11445
834786237630337024,5927,22339
834574053763584002,2751,14472
834477809192075265,11559,0
834458053273591808,1813,10167
834209720923721728,5190,21781
834167344700198914,3936,16653
834089966724603904,2303,10613
834086379323871233,2405,13808
833863086058651648,2605,14170
833826103416520705,3729,16220
833732339549220864,234,0
833722901757046785,3480,21874
833479644947025920,2239,15709
833124694597443584,5250,21353
832998151111966721,2405,14064
832769181346996225,40,0
832757312314028032,3935,17795
832682457690300417,3187,12561
832645525019123713,563,3087
832636094638288896,3036,16777
832397543355072512,2414,12642
832369877331693569,3460,18149
832273440279240704,2529,11969
832215909146226688,6719,0
832215726631055365,10183,0
832088576586297345,2,70
832040443403784192,10566,0
832032802820481025,5050,18871
831939777352105988,6664,25412
831926988323639298,35,361
831911600680497154,7082,29289
831670449226514432,1970,11062
831650051525054464,2108,7605
831552930092285952,2490,9537
831322785565769729,1662,9733
831315979191906304,1213,6909
831309418084069378,2655,12421
831262627380748289,2230,12615
830956169170665475,1627,8452
830583320585068544,18328,70959
830173239259324417,6205,0
830097400375152640,3273,10419
829878982036299777,5460,0
829861396166877184,2130,12966
829501995190984704,11559,33686
829449946868879360,2208,11101
829374341691346946,10152,36727
829141528400556032,8077,26013
829011960981237760,17661,56251
828801551087042563,3707,0
828770345708580865,6411,27141
828708714936930305,12246,38880
828650029636317184,1469,10090
828409743546925057,1253,6681
828408677031882754,1400,8116
828381636999917570,2422,13405
828376505180889089,1158,7842
828372645993398273,3205,13307
828361771580813312,184,2328
828046555563323392,3122,12496
828011680017821696,2342,11010
827933404142436356,5699,21408
827653905312006145,3284,16398
827600520311402496,1034,7861
827324948884643840,3344,16881
827199976799354881,2449,11241
826958653328592898,5460,22936
826848821049180160,11161,38789
826615380357632002,4312,0
826598799820865537,277,5438
826598365270007810,2562,10715
826476773533745153,4579,19604
826240494070030336,2823,14117
826204788643753985,1018,5189
826115272272650244,3425,16684
825876512159186944,2041,11129
825829644528148480,2720,13564
825535076884762624,18794,55412
825147591692263424,4999,19486
825120256414846976,1405,0
825026590719483904,1405,6755
824796380199809024,6009,0
824775126675836928,3857,15937
824663926340194305,1898,10726
824325613288833024,11359,12546
824297048279236611,4231,16038
824025158776213504,646,5084
823939628516474880,2968,11350
823719002937630720,12293,0
823699002998870016,2650,13410
823581115634085888,2895,13898
823333489516937216,29,743
823322678127919110,4398,16776
823269594223824897,10797,0
822975315408461824,3768,18443
822872901745569793,48056,141177
822859134160621569,2497,14093
822647212903690241,7041,0
822610361945911296,3244,15751
822489057087389700,7041,19359
822462944365645825,16079,30407
822244816520155136,10797,37389
822163064745328640,5272,0
821886076407029760,2566,12125
821813639212650496,3659,0
821765923262631936,1824,9000
821522889702862852,1939,8567
821421320206483457,6140,0
821407182352777218,4773,12575
821153421864615936,10,271
821149554670182400,2207,9317
821107785811234820,2334,10244
821044531881721856,2512,13528
820837357901512704,7341,0
820749716845686786,10890,33702
820690176645140481,3542,13036
820494788566847489,623,0
820446719150292993,2837,0
820314633777061888,623,3567
820078625395449857,6895,21184
820013781606658049,1302,0
819952236453363712,1302,5687
819924195358416896,5317,13752
819711362133872643,3448,14402
819588359383371776,2159,10223
819347104292290561,1326,7728
819238181065359361,445,2440
819227688460238848,7341,24702
819015337530290176,40281,0
819015331746349057,20763,0
819006400881917954,20763,48293
819004803107983360,40281,92408
818646164899774465,22936,0
818627210458333184,8185,23746
818614493328580609,2839,10553
818588835076603904,6746,0
818536468981415936,2724,11677
818307523543449600,8939,0
818259473185828864,2518,11803
818145370475810820,2858,13155
817908911860748288,866,5185
817827839487737858,29850,55536
817777686764523521,2939,11456
817536400337801217,3339,12631
817502432452313088,3723,0
817423860136083457,16460,36667
817415592588222464,1061,6021
817181837579653120,9356,0
817171292965273600,2212,9343
817120970343411712,2884,13033
817056546584727552,1818,9185
816829038950027264,5191,0
816816676327063552,2240,10712
816697700272001025,2433,10510
816450570814898180,8939,32776
816336735214911488,2151,9213
816091915477250048,2372,9570
816062466425819140,1146,0
816014286006976512,5848,0
815990720817401858,1146,5359
815966073409433600,9356,24055
815745968457060357,4555,0
815736392542261248,2503,10551
815639385530101762,1812,8813
815390420867969024,4196,11099
814986499976527872,1424,8190
814638523311648768,2985,12093
814578408554463233,6397,0
814530161257443328,2043,9297
814153002265309185,9578,30861
813944609378369540,3530,0
813910438903693312,2075,9975
813812741911748608,15438,38988
813800681631023104,1938,8962
813217897535406080,8041,20060
813202720496779264,1980,9858
813187593374461952,4809,21286
813172488309972993,2110,10025
813157409116065792,2446,8325
813142292504645637,2600,9039
813130366689148928,488,4796
813127251579564032,3448,12738
813112105746448384,3038,11103
813096984823349248,3976,11294
813081950185472002,3052,10603
813066809284972545,2146,8554
813051746834595840,8086,22510
812781120811126785,2105,8137
812747805718642688,7650,0
812709060537683968,1573,7118
812503143955202048,1352,6529
812466873996607488,2120,8588
812372279581671427,4040,14717
811985624773361665,1547,7800
811744202451197953,1778,8116
811647686436880384,820,5997
811627233043480576,3460,13761
811386762094317568,7057,22456
810984652412424192,1582,5729
810896069567610880,1974,9725
810657578271330305,2918,11777
810284430598270976,12599,38112
810254108431155201,3707,15786
809920764300447744,4312,16647
809808892968534016,5412,0
809448704142938112,1620,7449
809220051211603969,6205,21444
809084759137812480,3871,14214
808838249661788160,3359,10857
808733504066486276,2394,8508
808501579447930884,2875,12135
808344865868283904,22936,45721
808134635716833280,6574,0
808106460588765185,2423,9371
808001312164028416,3903,13529
807621403335917568,4070,15661
807106840509214720,59892,121186
807059379405148160,8107,0
807010152071229440,4224,14013
806629075125202948,38524,80847
806620845233815552,6102,0
806576416489959424,2121,5211
806542213899489280,2616,10989
806242860592926720,12927,0
806219024703037440,1319,6908
805958939288408065,5945,0
805932879469572096,2111,8894
805826884734976000,2023,7088
805823200554876929,8895,0
805520635690676224,1820,6174
805487436403003392,2801,9438
805207613751304193,1886,8392
804738756058218496,4260,14789
804475857670639616,2220,6615
804413760345620481,3561,0
804026241225523202,17932,48036
803773340896923648,3060,10814
803692223237865472,8210,0
803638050916102144,4577,11829
803380650405482500,2056,8345
803321560782307329,5879,0
803276597545603072,2734,10789
802952499103731712,2222,9719
802624713319034886,3242,0
802600418706604034,1627,7662
802572683846291456,2768,9622
802323869084381190,6464,17504
802265048156610565,1506,7110
802239329049477120,2879,9781
802185808107208704,295,0
801958328846974976,1888,8319
801854953262350336,260,1891
801538201127157760,2275,8832
801285448605831168,920,6529
801167903437357056,6574,26398
801127390143516673,4396,0
801115127852503040,2314,8714
800859414831898624,107,744
800855607700029440,1804,0
800751577355128832,3072,11310
800513324630806528,3331,14151
800459316964663297,2393,10189
800443802682937345,4773,0
800388270626521089,3103,12021
800188575492947969,4360,0
800141422401830912,2837,16494
800018252395122689,14584,30583
799774291445383169,5186,0
799757965289017345,2393,9064
799422933579902976,2118,8669
799308762079035393,6125,0
799297110730567681,3067,10683
799063482566066176,2726,8732
798933969379225600,4957,14199
798925684722855936,1591,8016
798705661114773508,7311,0
798701998996647937,8639,0
798697898615730177,7201,0
798694562394996736,5489,0
798686750113755136,2575,0
798682547630837760,5227,0
798673117451325440,6142,0
798665375516884993,4306,0
798644042770751489,2050,0
798628517273620480,2175,0
798585098161549313,6317,0
798576900688019456,6492,0
798340744599797760,3720,0
798209839306514432,2832,11193
797971864723324932,3472,12562
797545162159308800,5377,15628
797236660651966464,7342,21569
797165961484890113,29,248
796904159865868288,9844,0
796865951799083009,2107,8280
796759840936919040,3384,12798
796563435802726400,8081,0
796484825502875648,1950,8169
796387464403357696,4612,11865
796177847564038144,15841,0
796149749086875649,15841,34888
796125600683540480,1976,5320
796116448414461957,2682,9795
796080075804475393,2571,9118
796031486298386433,4080,11645
795464331001561088,26378,53732
795400264262053889,3171,10892
795076730285391872,6009,17502
794983741416415232,3731,0
794926597468000259,2560,11085
794355576146903043,11383,0
794332329137291264,2929,10316
794205286408003585,3660,9906
793962221541933056,5412,18144
793845145112371200,2078,9919
793614319594401792,3451,0
793601777308463104,1813,8597
793500921481273345,2638,11532
793286476301799424,10183,26539
793271401113350145,2619,9317
793256262322548741,9231,21546
793241302385262592,3627,11340
793226087023144960,3169,10611
793210959003287553,3114,9630
793195938047070209,6225,16459
793180763617361921,2202,7458
793165685325201412,3082,10136
793150605191548928,1889,6648
793135492858580992,2765,6971
793120401413079041,4328,13688
792913359805018113,4445,15454
792883833364439040,4730,12202
792773781206999040,1861,7915
792394556390137856,4744,14525
792050063153438720,1987,7742
791821351946420224,23263,0
791784077045166082,10663,0
791780927877898241,4203,0
791774931465953280,24548,48665
791672322847637504,3451,12676
791406955684368384,4555,14152
791312159183634433,2814,9472
791026214425268224,4555,0
790987426131050500,2364,10667
790946055508652032,5191,17900
790723298204217344,2566,0
790698755171364864,2107,8835
790581949425475584,7941,22286
790337589677002753,2064,8431
790277117346975746,3530,13512
790227638568808452,3949,0
789986466051088384,2566,9969
789960241177853952,4590,0
789903600034189313,4566,11209
789628658055020548,1970,8102
789599242079838210,2143,7295
789530877013393408,3731,12679
789314372632018944,2550,9267
789280767834746880,5471,0
789268448748703744,2851,9818
789137962068021249,3090,10450
788908386943430656,13693,29519
788765914992902144,11383,29543
788552643979468800,7959,0
788412144018661376,5859,16807
788178268662984705,2340,7794
788150585577050112,1439,6632
788070120937619456,3779,0
788039637453406209,1464,6619
787810552592695296,3369,9356
787717603741622272,3075,10999
787397959788929025,3134,11676
787322443945877504,1924,8392
787111942498508800,7409,0
786963064373534720,8832,28618
786729988674449408,2667,0
786709082849828864,6719,19557
786664955043049472,2834,11491
786595970293370880,3418,10124
786363235746385920,3873,11740
786286427768250368,3159,8587
786233965241827333,5272,16478
786051337297522688,169,1550
786036967502913536,7800,0
785927819176054784,3490,12225
785872687017132033,2017,7191
785639753186217984,2451,8406
785533386513321988,2216,9800
785515384317313025,1386,6552
785264754247995392,1805,7807
785170936622350336,5362,13020
784826020293709826,3561,10901
784517518371221505,2795,9655
784431430411685888,1414,6124
784183165795655680,8895,21621
784057939640352768,12293,32148
783839966405230592,11918,32302
783821107061198850,2165,7922
783695101801398276,3551,11234
783466772167098368,2484,9082
783391753726550016,6074,18132
783347506784731136,6172,0
783334639985389568,12927,31422
783085703974514689,2445,8747
782969140009107456,8107,25916
782747134529531904,1537,8024
782722598790725632,5945,18549
782598640137187329,2062,8356
782305867769217024,6140,17908
782021823840026624,6869,0
781955203444699136,3701,11935
781661882474196992,2981,11223
781655249211752448,1236,4296
781524693396357120,6102,22291
781308096455073793,2799,7658
781251288990355457,2312,9064
781163403222056960,3004,10485
780931614150983680,8081,23230
780858289093574656,2195,7731
780800785462489090,1428,5925
780601303617732608,3659,12969
780543529827336192,1908,6762
780496263422808064,4083,0
780476555013349377,128,0
780459368902959104,1175,5672
780192070812196864,2460,9349
780092040432480260,2527,0
780074436359819264,5500,13150
779834332596887552,7800,20385
779377524342161408,3421,9468
779124354206535695,20254,0
779123168116150273,4002,12670
779056095788752897,4972,15878
778990705243029504,8002,21507
778774459159379968,10955,0
778764940568104960,403,920
778748913645780993,1467,7400
778650543019483137,1639,6196
778624900596654080,1115,5000
778408200802557953,4780,14631
778396591732486144,13456,0
778383385161035776,1211,6255
778286810187399168,3635,11155
778039087836069888,2890,9095
778027034220126208,1782,7032
777953400541634568,3871,0
777885040357281792,1808,6816
777684233540206592,3242,12041
777641927919427584,4667,0
777621514455814149,2737,9409
777189768882946048,4759,15335
776819012571455488,15101,0
776813020089548800,1327,5231
776477788987613185,3077,9486
776249906839351296,10047,0
776218204058357768,17534,32155
776201521193218049,2768,10281
776113305656188928,4773,12589
776088319444877312,166,1967
775898661951791106,18019,0
775842724423557120,2940,12555
775733305207554048,4396,14817
775729183532220416,5011,13834
775364825476165632,3262,7965
775350846108426240,4289,10870
775085132600442880,5186,16642
774757898236878852,1940,9136
774639387460112384,1905,7191
774314403806253056,6125,23301
773985732834758656,4255,11498
773922284943896577,1898,6844
773704687002451968,1797,7071
773670353721753600,1419,5691
773547596996571136,6746,23621
773336787167145985,5577,0
773308824254029826,8184,24854
773247561583001600,3516,10078
773191612633579521,4502,10688
772877495989305348,4239,9175
772826264096874500,2547,8530
772615324260794368,3692,0
772581559778025472,1846,6925
772193107915964416,1512,6418
772152991789019136,1227,4041
772117678702071809,804,4011
772114945936949249,516,2898
772102971039580160,1012,4288
771908950375665664,2079,7033
771770456517009408,3720,12831
771500966810099713,2872,8848
771380798096281600,5577,11251
771171053431250945,8279,0
771136648247640064,3204,9826
771102124360998913,1568,6659
771014301343748096,1808,7345
771004394259247104,240,0
770787852854652928,1337,5304
770772759874076672,1547,5557
770655142660169732,1899,7824
770414278348247044,2253,6722
770293558247038976,1629,6669
770093767776997377,3319,0
770069151037685760,2520,8104
769940425801170949,10566,33634
769695466921623552,1814,6827
769335591808995329,8404,0
769212283578875904,1872,5767
768970937022709760,7152,15397
768909767477751808,2952,0
768855141948723200,970,4482
768609597686943744,1326,4395
768596291618299904,1394,5365
768554158521745409,6361,0
768473857036525572,3742,14558
768193404517830656,3871,11647
767884188863397888,1534,5075
767754930266464257,5879,17128
767500508068192258,2547,8003
767191397493538821,4161,13115
767122157629476866,3116,10813
766864461642756096,6183,0
766793450729734144,1482,5423
766714921925144576,423,2783
766693177336135680,862,4312
766423258543644672,1742,6430
766313316352462849,2057,7239
766078092750233600,2833,0
766069199026450432,944,4577
766008592277377025,537,3996
765719909049503744,2350,7734
765669560888528897,1329,5548
765395769549590528,3700,28170
765371061932261376,2352,7570
765222098633691136,3692,12396
764857477905154048,1930,6854
764259802650378240,1657,6458
763956972077010945,59,789
763837565564780549,4555,13473
763183847194451968,1609,5762
763167063695355904,3291,0
763103485927849985,2487,7849
762699858130116608,3949,12984
762471784394268675,7067,12030
762464539388485633,4590,11021
762316489655476224,1230,5139
762035686371364864,16997,34128
761976711479193600,2201,5758
761750502866649088,4298,0
761745352076779520,937,4533
761672994376806400,31628,52800
761599872357261312,1281,4400
761371037149827077,19548,0
761334018830917632,1583,5551
761292947749015552,1199,4761
761227390836215808,1696,5670
761004547850530816,3779,12046
760893934457552897,1058,4074
760656994973933572,2097,7042
760641137271070720,1407,5274
760539183865880579,3948,8066
760521673607086080,1520,4501
760290219849637889,12501,28560
760252756032651264,942,4193
760190180481531904,1971,6080
760153949710192640,34,0
759943073749200896,2278,6325
759923798737051648,6183,15636
759846353224826880,2159,7162
759793422261743616,2070,6345
759566828574212096,23006,0
759557299618865152,1277,5012
759447681597108224,2667,9036
759446261539934208,530,1779
759197388317847553,2116,6458
759159934323924993,1272,0
759099523532779520,4545,15488
759047813560868866,2192,6941
758854675097526272,973,3781
758828659922702336,4170,11909
758740312047005698,1747,6099
758474966123810816,1078,4071
758467244762497024,2425,5115
758405701903519748,2099,5532
758355060040593408,1183,3659
758099635764359168,10955,20440
758041019896193024,407,2882
757741869644341248,3541,7329
757729163776290825,8813,0
757725642876129280,1324,4833
757611664640446465,1214,4849
757597904299253760,317,0
757596066325864448,1151,4625
757400162377592832,7428,16112
757393109802180609,1899,6209
757354760399941633,1547,4806
756998049151549440,2160,6668
756939218950160384,2181,7077
756651752796094464,1430,5397
756526248105566208,3931,11065
756303284449767430,1179,4203
756288534030475264,19002,45496
756275833623502848,1655,6850
755955933503782912,3143,7810
755206590534418437,5845,17504
755110668769038337,12037,22587
754874841593970688,8712,0
754856583969079297,2750,7318
754747087846248448,568,2742
754482103782404096,2118,5652
754449512966619136,798,3982
754120377874386944,2541,8327
753655901052166144,2365,6216
753420520834629632,3870,8418
753398408988139520,2084,6153
753375668877008896,2527,8116
753298634498793472,6265,0
753294487569522689,1128,3616
753039830821511168,22743,39434
753026973505581056,1058,4137
752932432744185856,7409,13404
752917284578922496,1709,7320
752701944171524096,3135,0
752682090207055872,1744,6364
752660715232722944,1714,4688
752568224206688256,2480,5883
752519690950500352,3742,7839
752334515931054080,1193,4059
752309394570878976,18110,0
752173152931807232,2007,6322
751950017322246144,1012,3271
751937170840121344,1460,5544
751830394383790080,2127,6162
751793661361422336,3166,6219
751598357617971201,3300,8393
751583847268179968,1212,4686
751538714308972544,1378,5344
751456908746354688,1082,3398
751251247299190784,6365,13267
751205363882532864,1984,6696
751132876104687617,1414,5399
750868782890057730,1508,5076
750719632563142656,5471,14016
750506206503038976,1247,4711
750429297815552001,4667,13991
750383411068534784,1229,4823
750381685133418496,32,734
750147208377409536,1048,3284
750132105863102464,1377,3852
750117059602808832,1410,4595
750101899009982464,913,3231
750086836815486976,591,2305
750071704093859840,3618,8352
750056684286914561,971,3327
750041628174217216,672,3368
750026558547456000,856,2881
750011400160841729,986,3443
749996283729883136,878,3218
749981277374128128,2654,5428
749774190421639168,1418,4926
749417653287129088,1808,6468
749403093750648834,592,2792
749395845976588288,3756,9129
749317047558017024,2402,5818
749075273010798592,2238,6115
749064354620928000,1631,5081
749036806121881602,843,3285
748977405889503236,3677,11352
748932637671223296,2447,6197
748705597323898880,1025,2927
748699167502000129,1729,5017
748692773788876800,1440,4490
748575535303884801,2158,6429
748568946752774144,727,2309
748346686624440324,1340,5539
748337862848962560,4460,8148
748324050481647620,831,3925
748307329658011649,771,3879
748220828303695873,8412,14960
747963614829678593,2320,6124
747933425676525569,2761,7016
747885874273214464,1066,3124
747844099428986880,810,2967
747816857231626240,1254,5141
747651430853525504,170,1458
747648653817413632,6314,13646
747600769478692864,592,2453
747594051852075008,1136,3907
747512671126323200,1712,5875
747461612269887489,1116,4092
747439450712596480,2075,5741
747242308580548608,3110,0
747219827526344708,1709,5582
747204161125646336,993,3575
747103485104099331,4310,10127
746906459439529985,318,3051
746872823977771008,2317,6343
746818907684614144,1859,5601
746790600704425984,1714,5159
746757706116112384,4203,10115
746726898085036033,1932,6388
746542875601690625,2013,5323
746521445350707200,1058,0
746507379341139972,1167,4898
746369468511756288,1776,6521
746131877086527488,2374,7304
746056683365994496,881,3754
745789745784041472,1150,4263
745712589599014916,2503,7387
745433870967832576,2737,7501
745422732645535745,2620,9057
745314880350101504,2987,7573
745074613265149952,3803,8277
745057283344719872,2451,7640
744995568523612160,672,3144
744971049620602880,2903,8330
744709971296780288,1676,5905
744334592493166593,2303,7147
744234799360020481,84240,165046
744223424764059648,401,1792
743980027717509120,1169,4385
743895849529389061,1031,3842
743835915802583040,2250,0
743609206067040256,1483,4730
743595368194129920,7068,19502
743545585370791937,1005,3717
743510151680958465,3970,8340
743253157753532416,1306,4471
743222593470234624,2052,6542
743210557239623680,1465,4050
742534281772302336,3824,7434
742528092657332225,2146,4679
742465774154047488,4180,7666
742423170473463808,4083,10383
742385895052087300,2141,7166
742161199639494656,1475,4571
742150209887731712,1675,5417
741793263812808706,1624,4813
741743634094141440,2974,8627
741438259667034112,896,3873
741303864243200000,3482,9248
741099773336379392,5959,10589
741067306818797568,3319,9957
740995100998766593,2975,6745
740711788199743490,1003,3591
740699697422163968,842,2987
740676976021798912,7311,19137
740373189193256964,14295,36618
740365076218183684,470,2609
740359016048689152,917,3477
740214038584557568,2110,7056
739979191639244800,6361,21033
739932936087216128,1158,4273
739844404073074688,916,3998
739623569819336705,1457,4012
739606147276148736,1781,5678
739544079319588864,23006,41837
739485634323156992,3163,7586
739238157791694849,62397,122045
738891149612572673,6,113
738885046782832640,1224,3970
738883359779196928,873,3522
738537504001953792,1676,5368
738402415918125056,908,3439
738184450748633089,1301,4540
738166403467907072,3657,9277
738156290900254721,705,2674
737826014890496000,1891,5550
737800304142471168,3715,10519
737678689543020544,1431,5310
737445876994609152,4792,10853
737322739594330112,871,3805
737310737551491075,7954,15462
736736130620620800,1865,4549
736392552031657984,7959,18705
736365877722001409,1344,4200
736225175608430592,2971,8561
736010884653420544,3194,8329
735991953473572864,1231,3790
735648611367784448,1178,4224
735635087207878657,2522,6510
735274964362878976,5446,13681
735256018284875776,950,3516
735137028879360001,1039,3297
734912297295085568,552,2879
734787690684657664,6763,13214
734776360183431168,583,2643
734559631394082816,423,1573
733828123016450049,832,3789
